country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","24-09-2024 10:00:00",22.08815,82.13737,CO,40,46,45
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","24-09-2024 10:00:00",22.368195,82.746431,OZONE,4,9,4
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","24-09-2024 10:00:00",28.656756,77.227234,OZONE,8,67,17
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","24-09-2024 10:00:00",28.498571,77.264840,OZONE,4,185,17
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","24-09-2024 10:00:00",21.185571,81.343175,OZONE,8,24,14
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","24-09-2024 10:00:00",28.531346,77.190156,OZONE,7,62,12
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","24-09-2024 10:00:00",22.977134,72.553024,OZONE,18,43,26
India,Delhi,Delhi,"Narela, Delhi - DPCC","24-09-2024 10:00:00",28.822836,77.101981,OZONE,67,110,83
India,Delhi,Delhi,"Rohini, Delhi - DPCC","24-09-2024 10:00:00",28.732528,77.119920,OZONE,11,37,19
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","24-09-2024 10:00:00",28.3419248,77.319699,OZONE,2,63,10
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","24-09-2024 10:00:00",12.9756843,77.5660749,CO,52,80,67
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","24-09-2024 10:00:00",29.503664,75.467934,OZONE,15,90,35
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","24-09-2024 10:00:00",28.4275,77.1465,OZONE,5,17,8
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","24-09-2024 10:00:00",28.060249,76.113115,OZONE,2,113,12
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","24-09-2024 10:00:00",28.1485564,77.3320667,OZONE,6,7,7
India,Haryana,Jind,"Police Lines, Jind - HSPCB","24-09-2024 10:00:00",29.307814,76.337619,OZONE,33,111,51
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","24-09-2024 10:00:00",29.8006,76.4155,OZONE,55,99,69
India,Gujarat,Surat,"Science Center, Surat - SMC","24-09-2024 10:00:00",21.170046,72.795405,CO,68,83,73
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","24-09-2024 10:00:00",29.966942,76.875879,OZONE,16,74,29
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","24-09-2024 10:00:00",27.9002,76.9938,OZONE,23,30,26
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","24-09-2024 10:00:00",28.376058,77.315741,OZONE,14,35,17
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","24-09-2024 10:00:00",22.969611,72.643500,OZONE,2,83,7
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","24-09-2024 10:00:00",26.200388,78.147714,OZONE,7,20,10
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","24-09-2024 10:00:00",22.7524,75.8872,OZONE,1,4,2
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","24-09-2024 10:00:00",12.920984,77.584908,OZONE,18,18,18
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","24-09-2024 10:00:00",12.7816279,77.6299145,OZONE,14,18,14
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","24-09-2024 10:00:00",12.921418,77.502466,CO,28,40,32
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","24-09-2024 10:00:00",16.802639,75.722694,OZONE,14,16,16
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","24-09-2024 10:00:00",13.428828,77.731418,OZONE,24,25,24
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","24-09-2024 10:00:00",23.163174,79.973061,OZONE,10,68,31
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB","24-09-2024 10:00:00",13.1276288,78.1570122,OZONE,11,29,16
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","24-09-2024 10:00:00",23.218135,79.957770,OZONE,1,42,9
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","24-09-2024 10:00:00",20.719516,77.000253,OZONE,11,32,16
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","24-09-2024 10:00:00",19.0863,72.8888,OZONE,14,15,15
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","24-09-2024 10:00:00",19.1878657,72.8304069,OZONE,13,79,24
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","24-09-2024 10:00:00",18.9936162,72.8128113,OZONE,NA,NA,NA
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","24-09-2024 10:00:00",21.121801,79.04952,OZONE,5,54,10
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","24-09-2024 10:00:00",21.143383,79.048912,OZONE,8,31,10
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","24-09-2024 10:00:00",19.173852,77.296291,OZONE,6,85,15
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","24-09-2024 10:00:00",21.001264,75.565602,OZONE,5,48,12
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","24-09-2024 10:00:00",19.000084,72.856730,OZONE,14,40,20
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","24-09-2024 10:00:00",19.205800,72.868200,OZONE,16,17,16
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","24-09-2024 10:00:00",19.383200,72.820400,OZONE,7,8,7
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","24-09-2024 10:00:00",19.215859,72.831718,OZONE,7,135,30
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","24-09-2024 10:00:00",19.090337,73.014232,OZONE,30,31,30
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","24-09-2024 10:00:00",22.24500000,84.88111111,CO,36,62,39
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","24-09-2024 10:00:00",21.869985,85.167016,OZONE,13,35,19
India,Maharashtra,Pune,"Karve Road, Pune - MPCB","24-09-2024 10:00:00",18.5011743,73.8165527,OZONE,2,54,14
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","24-09-2024 10:00:00",18.573040,73.927715,OZONE,10,57,16
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","24-09-2024 10:00:00",18.536457,73.805454,OZONE,21,114,40
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB","24-09-2024 10:00:00",17.6599188,75.9063906,SO2,1,41,12
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","24-09-2024 10:00:00",20.34652,85.81630,OZONE,6,50,23
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","24-09-2024 10:00:00",22.06156703,85.47409613,OZONE,22,29,24
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","24-09-2024 10:00:00",21.8004996,83.8396977,OZONE,13,30,25
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","24-09-2024 10:00:00",31.620000,74.876512,OZONE,38,65,54
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","24-09-2024 10:00:00",30.233011,74.907758,CO,6,123,76
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","24-09-2024 10:00:00",22.265816,86.174829,OZONE,2,25,5
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","24-09-2024 10:00:00",22.18972222,84.86277778,CO,16,23,20
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","24-09-2024 10:00:00",19.235581,73.159121,OZONE,2,46,15
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","24-09-2024 10:00:00",21.643900,85.599355,OZONE,62,70,63
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB","24-09-2024 10:00:00",11.06825,79.07033,SO2,7,14,9
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","24-09-2024 10:00:00",27.554793,76.611536,OZONE,12,21,14
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","24-09-2024 10:00:00",28.207266,76.829265,OZONE,21,138,25
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","24-09-2024 10:00:00",25.435774,75.644272,OZONE,7,77,16
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","24-09-2024 10:00:00",26.031443,76.359327,OZONE,47,117,62
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","24-09-2024 10:00:00",26.268249,73.0193853,OZONE,19,22,20
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","24-09-2024 10:00:00",27.215415,77.50873,OZONE,6,73,26
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","24-09-2024 10:00:00",25.339605,74.618883,OZONE,12,112,19
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","24-09-2024 10:00:00",13.0052189,80.2398125,OZONE,1,20,7
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","24-09-2024 10:00:00",25.344694,72.626208,OZONE,18,59,26
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","24-09-2024 10:00:00",24.041198,74.780702,OZONE,29,82,38
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","24-09-2024 10:00:00",11.679111,78.125052,OZONE,10,11,11
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","24-09-2024 10:00:00",10.358535,77.984321,SO2,23,23,23
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","24-09-2024 10:00:00",28.38910936,79.42963708,OZONE,1,15,5
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","24-09-2024 10:00:00",28.406963,77.849831,OZONE,2,101,5
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","24-09-2024 10:00:00",17.540891,78.358528,OZONE,26,38,37
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","24-09-2024 10:00:00",17.460103,78.334361,OZONE,2,7,4
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","24-09-2024 10:00:00",17.518400,78.278777,OZONE,7,23,10
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","24-09-2024 10:00:00",17.585705,78.126199,OZONE,22,44,22
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","24-09-2024 10:00:00",17.544899,78.486949,OZONE,5,57,16
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","24-09-2024 10:00:00",27.169338,78.03582,OZONE,2,10,1
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","24-09-2024 10:00:00",27.106972,78.000111,OZONE,13,14,13
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","24-09-2024 10:00:00",9.36399,78.831977,OZONE,13,14,14
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","24-09-2024 10:00:00",26.730136,83.433859,OZONE,8,16,9
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","24-09-2024 10:00:00",28.840739,78.697531,OZONE,4,99,14
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","24-09-2024 10:00:00",28.88528,78.73880,OZONE,23,112,24
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","24-09-2024 10:00:00",28.856664,78.772638,OZONE,15,21,16
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","24-09-2024 10:00:00",28.849399,78.742362,OZONE,14,60,28
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","24-09-2024 10:00:00",25.301778,82.996789,OZONE,1,4,1
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","24-09-2024 10:00:00",30.269444,78.044167,OZONE,2,43,9
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","24-09-2024 10:00:00",23.6979360,86.9443950,OZONE,22,75,30
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","24-09-2024 10:00:00",22.7605581,88.3617589,OZONE,2,32,5
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","24-09-2024 10:00:00",22.627847,88.380669,OZONE,12,26,19
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","24-09-2024 10:00:00",16.5150833,80.5181667,OZONE,18,53,24
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","24-09-2024 10:00:00",13.615387,79.409230,OZONE,24,53,32
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","24-09-2024 10:00:00",16.536107,80.594233,OZONE,12,38,22
India,Bihar,Patna,"Muradpur, Patna - BSPCB","24-09-2024 10:00:00",25.619651,85.147382,OZONE,5,61,6
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","24-09-2024 10:00:00",25.599486,85.113666,OZONE,NA,NA,NA
India,Bihar,Patna,"Samanpura, Patna - BSPCB","24-09-2024 10:00:00",25.596727,85.085624,OZONE,18,221,43
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","24-09-2024 10:00:00",24.792403,84.992416,OZONE,7,150,59
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","24-09-2024 10:00:00",24.762518,84.982348,OZONE,9,58,36
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","24-09-2024 10:00:00",26.146529,87.454184,OZONE,14,79,42
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","24-09-2024 10:00:00",24.75746,84.366208,OZONE,5,50,11
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","24-09-2024 10:00:00",25.251013,86.989001,OZONE,NA,NA,NA
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","24-09-2024 10:00:00",25.265194,87.012947,OZONE,NA,NA,NA
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB (Formerly known as Central Jail)","24-09-2024 10:00:00",25.567520,83.966379,OZONE,13,59,18
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","24-09-2024 10:00:00",16.509717,80.612222,OZONE,30,62,36
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","24-09-2024 10:00:00",30.735567,76.775714,OZONE,9,78,16
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","24-09-2024 10:00:00",28.5504249,77.2159377,OZONE,22,28,23
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","24-09-2024 10:00:00",22.348441,82.549611,OZONE,35,36,36
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","24-09-2024 10:00:00",28.695381,77.181665,OZONE,19,82,29
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","24-09-2024 10:00:00",28.7256504,77.2011573,OZONE,10,338,13
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","24-09-2024 10:00:00",28.6573814,77.1585447,OZONE,14,313,25
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","24-09-2024 10:00:00",28.530785,77.271255,OZONE,6,90,13
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","24-09-2024 10:00:00",28.60909,77.0325413,OZONE,6,21,7
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","24-09-2024 10:00:00",28.570173,76.933762,OZONE,12,16,13
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","24-09-2024 10:00:00",28.580280,77.233829,OZONE,30,94,39
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","24-09-2024 10:00:00",21.237755,81.705301,OZONE,4,21,4
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","24-09-2024 10:00:00",28.636429,77.201067,OZONE,4,83,15
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","24-09-2024 10:00:00",28.563262,77.186937,OZONE,2,49,25
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","24-09-2024 10:00:00",29.695300,77.002700,OZONE,38,47,40
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","24-09-2024 10:00:00",22.410802,73.097923,SO2,1,20,7
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","24-09-2024 10:00:00",30.943887,76.801991,OZONE,11,120,26
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","24-09-2024 10:00:00",16.172806,75.659694,OZONE,9,26,12
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","24-09-2024 10:00:00",28.699793,77.165453,OZONE,15,49,30
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","24-09-2024 10:00:00",12.951913,77.539784,OZONE,27,45,32
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","24-09-2024 10:00:00",28.6701,76.9254,OZONE,16,21,19
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","24-09-2024 10:00:00",23.016834,72.625775,OZONE,8,55,14
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","24-09-2024 10:00:00",21.613267,73.010555,OZONE,21,33,23
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","24-09-2024 10:00:00",29.027200,77.062100,OZONE,17,35,20
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB","24-09-2024 10:00:00",13.34194444,74.74694444,OZONE,23,25,23
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","24-09-2024 10:00:00",12.415911,75.735050,OZONE,12,22,14
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","24-09-2024 10:00:00",12.21041,76.37376,OZONE,9,49,12
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","24-09-2024 10:00:00",22.7289,75.8076,OZONE,2,8,3
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","24-09-2024 10:00:00",8.5149093,76.9435879,OZONE,2,19,11
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","24-09-2024 10:00:00",10.532400,76.215900,OZONE,31,31,31
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","24-09-2024 10:00:00",22.7084,75.8815,OZONE,10,27,11
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","24-09-2024 10:00:00",17.336318,76.847397,OZONE,5,23,8
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","24-09-2024 10:00:00",13.0270199,77.494094,OZONE,24,28,24
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","24-09-2024 10:00:00",19.10122,74.73339,OZONE,NA,NA,NA
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","24-09-2024 10:00:00",12.733409,77.298051,OZONE,29,311,35
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","24-09-2024 10:00:00",18.1023399,73.4783687,OZONE,12,69,15
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","24-09-2024 10:00:00",20.555712,74.529236,OZONE,8,29,11
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","24-09-2024 10:00:00",19.296481,72.840923,OZONE,18,46,23
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","24-09-2024 10:00:00",19.25292,73.142019,OZONE,5,7,5
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","24-09-2024 10:00:00",16.6870449,74.2505872,OZONE,6,50,15
India,Maharashtra,Pune,"Alandi, Pune - IITM","24-09-2024 10:00:00",18.675076,73.892743,OZONE,12,38,18
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","24-09-2024 10:00:00",19.863756,75.321188,OZONE,6,45,13
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","24-09-2024 10:00:00",19.1653323,72.922099,OZONE,6,28,12
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","24-09-2024 10:00:00",18.897756,72.813320,OZONE,27,60,38
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","24-09-2024 10:00:00",19.0630,73.1209,OZONE,1,40,4
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","24-09-2024 10:00:00",18.59051,73.77946,OZONE,2,24,9
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","24-09-2024 10:00:00",20.0073285,73.7762427,OZONE,3,33,9
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","24-09-2024 10:00:00",17.6336264,75.9132495,OZONE,9,27,17
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","24-09-2024 10:00:00",26.9164092,75.7994901,OZONE,NA,NA,NA
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","24-09-2024 10:00:00",26.786682,75.827928,OZONE,28,300,65
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","24-09-2024 10:00:00",26.895552,76.334753,OZONE,23,81,40
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","24-09-2024 10:00:00",26.699557,77.898881,OZONE,4,70,35
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","24-09-2024 10:00:00",23.837789,73.714926,OZONE,2,76,31
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","24-09-2024 10:00:00",18.530085,73.849598,OZONE,9,67,18
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","24-09-2024 10:00:00",30.9028,75.8086,OZONE,14,41,36
India,Punjab,Patiala,"Model Town, Patiala - PPCB","24-09-2024 10:00:00",30.349388,76.366642,OZONE,36,56,39
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","24-09-2024 10:00:00",21.51161,86.89088,OZONE,10,61,17
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","24-09-2024 10:00:00"," 16.5038",74.3623,OZONE,78,325,131
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","24-09-2024 10:00:00",12.864618,79.659968,OZONE,NA,NA,NA
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","24-09-2024 10:00:00",27.213494,73.734444,OZONE,16,55,27
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","24-09-2024 10:00:00",25.036360,73.883502,OZONE,54,124,85
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","24-09-2024 10:00:00",26.215415,73.070156,OZONE,20,77,28
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","24-09-2024 10:00:00",26.506177,77.025989,OZONE,6,143,36
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","24-09-2024 10:00:00","8.816428 ",78.099039,OZONE,25,34,29
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","24-09-2024 10:00:00",11.0973603,77.3228673,OZONE,6,7,7
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","24-09-2024 10:00:00",17.37206,78.50864,OZONE,NA,NA,NA
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","24-09-2024 10:00:00",13.1278,80.2642,OZONE,31,68,42
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","24-09-2024 10:00:00",10.942451,76.978996,OZONE,32,39,33
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","24-09-2024 10:00:00",9.559382,77.948828,CO,13,15,14
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","24-09-2024 10:00:00",12.9099161,80.1076538,OZONE,1,12,2
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","24-09-2024 10:00:00",17.528544,78.286195,OZONE,32,35,33
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","24-09-2024 10:00:00",28.6245479,77.3577104,OZONE,24,96,40
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","24-09-2024 10:00:00",28.999264,77.7590354,OZONE,NA,NA,NA
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","24-09-2024 10:00:00",28.9535882,77.7622941,OZONE,23,122,33
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","24-09-2024 10:00:00",28.964949,77.278761,OZONE,4,44,9
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","24-09-2024 10:00:00",29.4723508,77.7194031,OZONE,2,114,9
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","24-09-2024 10:00:00","25.44919916 ","81.82735986 ",OZONE,11,17,12
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","24-09-2024 10:00:00",27.5714090,77.6557570,OZONE,9,13,13
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","24-09-2024 10:00:00",23.685297,86.945968,OZONE,11,40,15
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","24-09-2024 10:00:00",28.725645,77.749675,OZONE,3,17,3
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","24-09-2024 10:00:00",23.5087640,87.3544400,OZONE,2,16,3
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","24-09-2024 10:00:00",22.629801,88.352017,OZONE,11,17,15
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","24-09-2024 10:00:00",22.611968,88.347422,OZONE,16,49,23
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","24-09-2024 10:00:00",22.5687319,88.2797276,OZONE,12,33,13
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","24-09-2024 10:00:00",22.5367507,88.3638022,OZONE,19,46,22
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","24-09-2024 10:00:00",22.5448082,88.3403691,OZONE,11,36,13
